time,e1,e2,e3,e4,e5,e6,e7,e8
5.86,55,591,69,99,115,70,53,60
5.881,55,562,72,99,120,74,50,66
5.896,56,526,74,103,129,83,51,68
5.919,48,494,74,101,144,94,54,66
5.942,47,464,63,78,146,103,53,62
5.956,45,449,57,70,149,113,60,62
5.979,44,450,57,73,156,118,61,60
6.002,43,462,59,71,159,120,60,59
6.016,46,484,58,73,149,117,59,63
6.039,44,511,63,73,136,118,62,65
6.061,48,539,59,72,134,113,54,63
6.076,47,566,60,65,124,111,53,61
6.099,49,589,60,64,111,103,60,60
6.122,49,606,53,62,107,105,59,62
6.136,50,610,50,62,107,95,53,58
6.159,49,620,62,67,109,99,59,65
6.181,47,637,65,75,114,109,63,69
6.196,45,659,69,80,134,115,58,74
6.226,43,677,71,89,155,120,60,76
6.249,50,694,73,95,168,127,60,83
6.256,51,697,64,92,173,131,59,83
6.279,52,681,59,90,184,127,55,85
6.302,52,650,54,90,180,127,53,84
6.325,52,625,54,82,174,130,52,82
6.34,45,594,58,85,177,137,59,82
6.363,43,566,59,87,172,129,57,81
6.384,41,570,63,83,152,125,54,80
6.407,44,579,62,79,138,121,54,77
6.43,45,585,60,75,126,107,55,76
6.451,46,603,51,61,104,87,47,66
6.459,48,607,48,56,96,83,45,66
6.481,47,586,42,61,97,73,49,59
6.504,46,562,44,69,103,68,50,57
6.519,43,533,55,80,102,67,48,53
6.541,49,499,61,85,104,69,49,53
6.565,48,488,68,87,122,81,48,48
6.58,51,487,71,87,124,88,45,52
6.601,50,523,73,89,139,96,51,57
6.601,50,523,73,89,139,96,51,57
